2019-05-12 10:37:07.965839+00:00	3438.0	3438.25	113.0	3228.0
2019-05-12 10:37:08.508521+00:00	3438.0	3438.25	285.0	3056.0
2019-05-12 10:37:09.415245+00:00	3437.75	3438.0	2391.0	950.0
2019-05-12 10:37:10.198418+00:00	3438.0	3438.25	2109.0	1232.0
2019-05-12 10:37:10.487080+00:00	3438.0	3438.25	1170.0	2171.0
2019-05-12 10:37:11.330398+00:00	3437.75	3438.0	3096.0	245.0
2019-05-12 10:37:12.064580+00:00	3438.0	3438.25	321.0	3020.0
2019-05-12 10:37:14.176674+00:00	3437.75	3438.0	2363.0	978.0
2019-05-12 10:37:15.085569+00:00	3438.25	3438.5	819.0	2522.0
2019-05-12 10:37:15.835572+00:00	3438.0	3438.25	1658.0	1683.0
2019-05-12 10:37:16.096128+00:00	3438.0	3438.25	1447.0	1894.0
2019-05-12 10:37:16.686909+00:00	3438.0	3438.25	1764.0	1577.0
2019-05-12 10:37:18.269953+00:00	3435.0	3435.25	3333.0	8.0
2019-05-12 10:37:19.111810+00:00	3435.25	3435.5	331.0	3010.0
2019-05-12 10:37:20.205002+00:00	3435.0	3435.25	2641.0	700.0
2019-05-12 10:37:21.111024+00:00	3434.75	3435.0	2959.0	382.0
2019-05-12 10:37:21.586306+00:00	3434.75	3435.0	3012.0	329.0
2019-05-12 10:37:22.758569+00:00	3434.75	3435.0	2986.0	355.0
2019-05-12 10:37:24.252549+00:00	3434.75	3435.0	2447.0	894.0
2019-05-12 10:37:25.381656+00:00	3434.75	3435.0	2445.0	896.0
2019-05-12 10:37:27.121089+00:00	3434.75	3435.0	2743.0	598.0
2019-05-12 10:37:28.863226+00:00	3435.0	3435.25	1720.0	1621.0
2019-05-12 10:37:29.863531+00:00	3434.5	3434.75	1716.0	1625.0
2019-05-12 10:37:31.517135+00:00	3434.5	3434.75	1779.0	1562.0
2019-05-12 10:37:32.813710+00:00	3434.25	3434.5	2721.0	620.0
2019-05-12 10:37:33.651055+00:00	3434.25	3434.5	2672.0	669.0
2019-05-12 10:37:33.758009+00:00	3434.25	3434.5	1172.0	2169.0
2019-05-12 10:37:34.454457+00:00	3434.25	3434.5	495.0	2846.0
2019-05-12 10:37:36.345119+00:00	3434.5	3434.75	136.0	3205.0
2019-05-12 10:37:36.579451+00:00	3434.5	3434.75	540.0	2801.0
2019-05-12 10:37:37.278415+00:00	3433.5	3433.75	542.0	2799.0
2019-05-12 10:37:37.840790+00:00	3433.5	3433.75	260.0	3081.0
2019-05-12 10:37:38.090732+00:00	3433.5	3433.75	540.0	2801.0
2019-05-12 10:37:39.646493+00:00	3433.5	3433.75	544.0	2797.0
2019-05-12 10:37:40.177586+00:00	3433.25	3433.5	1915.0	1426.0
2019-05-12 10:37:41.202987+00:00	3433.25	3433.5	2473.0	868.0
2019-05-12 10:37:41.982428+00:00	3433.25	3433.5	2515.0	826.0
2019-05-12 10:37:42.398585+00:00	3433.25	3433.5	2500.0	841.0
2019-05-12 10:37:43.891574+00:00	3433.25	3433.5	2829.0	512.0
2019-05-12 10:37:44.852962+00:00	3433.0	3433.25	508.0	2833.0
2019-05-12 10:37:47.192871+00:00	3433.0	3433.25	161.0	3180.0
2019-05-12 10:37:49.693161+00:00	3433.0	3433.25	206.0	3135.0
2019-05-12 10:37:51.438170+00:00	3432.75	3433.0	2058.0	1283.0
2019-05-12 10:37:52.409611+00:00	3432.75	3433.0	3272.0	69.0
2019-05-12 10:37:53.406692+00:00	3432.75	3433.0	3327.0	14.0
2019-05-12 10:37:54.488294+00:00	3432.5	3432.75	1479.0	1862.0
2019-05-12 10:37:55.050637+00:00	3432.5	3432.75	1974.0	1367.0
2019-05-12 10:37:55.413775+00:00	3432.75	3433.0	2189.0	1152.0
2019-05-12 10:37:55.907306+00:00	3430.25	3430.5	1577.0	1764.0
2019-05-12 10:37:57.545911+00:00	3429.5	3429.75	2788.0	553.0
2019-05-12 10:37:59.270181+00:00	3429.5	3429.75	1491.0	1850.0
2019-05-12 10:37:59.395300+00:00	3429.75	3430.0	800.0	2541.0
2019-05-12 10:38:00.157182+00:00	3429.5	3429.75	3131.0	210.0
2019-05-12 10:38:01.360405+00:00	3429.75	3430.0	540.0	2801.0
2019-05-12 10:38:02.783083+00:00	3430.0	3430.25	1738.0	1603.0
2019-05-12 10:38:04.470840+00:00	3430.0	3430.25	1794.0	1547.0
2019-05-12 10:38:05.305280+00:00	3430.0	3430.25	1036.0	2305.0
2019-05-12 10:38:05.932910+00:00	3430.0	3430.25	257.0	3084.0
2019-05-12 10:38:07.928903+00:00	3430.25	3430.5	2797.0	544.0
2019-05-12 10:38:09.079336+00:00	3430.0	3430.25	2794.0	547.0
2019-05-12 10:38:09.481649+00:00	3430.0	3430.25	3241.0	100.0
2019-05-12 10:38:10.657765+00:00	3430.25	3430.5	596.0	2745.0
2019-05-12 10:38:11.547257+00:00	3430.25	3430.5	1347.0	1994.0
2019-05-12 10:38:12.892279+00:00	3430.0	3430.25	1898.0	1443.0
2019-05-12 10:38:13.790561+00:00	3431.25	3431.5	667.0	2674.0
2019-05-12 10:38:14.095648+00:00	3431.75	3432.0	58.0	3283.0
2019-05-12 10:38:15.345335+00:00	3431.5	3431.75	601.0	2740.0
2019-05-12 10:38:16.267008+00:00	3431.75	3432.0	1760.0	1581.0
2019-05-12 10:38:18.309199+00:00	3431.5	3431.75	322.0	3019.0
2019-05-12 10:38:19.419389+00:00	3431.5	3431.75	2110.0	1231.0
2019-05-12 10:38:20.610297+00:00	3431.75	3432.0	338.0	3003.0
2019-05-12 10:38:21.558949+00:00	3431.75	3432.0	170.0	3171.0
2019-05-12 10:38:22.418122+00:00	3431.75	3432.0	219.0	3122.0
2019-05-12 10:38:23.211742+00:00	3431.75	3432.0	2386.0	955.0
2019-05-12 10:38:23.996790+00:00	3431.75	3432.0	1482.0	1859.0
2019-05-12 10:38:25.855485+00:00	3431.75	3432.0	1709.0	1632.0
